company_0,company_1,company_2,company_3,company_4,company_5,company_6,company_7,company_8,company_9
238.892490,238.093249,243.811798,228.337766,226.832413,233.196819,237.089077,239.249136,231.425965,237.049883
242.792716,232.375871,243.170323,226.001664,231.524517,232.292891,236.924180,235.724465,238.126538,239.058749
241.599975,236.743589,243.139268,229.364899,229.659145,235.383463,236.025902,237.658027,234.372655,235.059644
239.999426,239.479968,239.603295,231.161661,228.469972,236.448793,236.240866,236.036516,235.796158,234.976769
237.062478,243.946021,241.326068,232.134332,228.528284,237.416236,232.133896,236.345149,237.965290,237.131404
238.623867,241.520363,239.190236,234.367094,231.155564,230.554244,232.149309,236.197854,235.624655,237.276139
235.746731,240.394592,236.274578,229.710401,233.219868,232.050255,229.339883,236.372770,240.635243,239.234820
241.877890,233.245679,240.858717,231.794730,230.222808,235.043001,235.791780,232.556948,236.918875,236.609114
233.449888,236.440412,241.426174,230.358531,231.315139,235.859184,234.236571,234.555676,235.081116,238.025003
236.899309,231.204156,246.356343,230.185334,227.897712,239.684544,234.501281,230.724322,238.813999,235.718934
237.625180,237.367311,244.086323,231.849902,230.041382,234.413904,232.852725,234.187769,234.254311,238.001768
231.903597,233.279704,241.872468,231.520360,231.003563,236.029006,232.692000,237.397360,234.203795,241.656011
232.660254,237.864718,247.606460,233.065130,228.678306,232.137947,231.221637,237.688762,235.354604,236.465598
234.462189,235.138365,245.498921,230.325366,235.446398,228.801671,231.737471,239.269269,234.279682,240.624196
235.569536,235.851961,242.980498,231.931895,232.149537,236.436255,232.894816,239.836495,235.563158,238.883318
234.167702,234.960981,240.551930,232.857784,236.648200,234.259778,234.462736,238.506897,232.521264,237.803473
236.126649,237.223936,240.663971,228.903657,227.740918,235.888433,234.047443,237.993677,236.975830,235.177151
238.001764,239.713571,241.571349,235.154671,224.128534,235.267031,233.022895,236.264172,232.705571,237.834781
237.954656,235.023005,239.922323,231.377411,226.685190,236.684473,235.526918,233.875181,233.364034,241.773177
235.407656,232.067389,239.225042,225.969024,227.937860,237.186372,234.269009,242.056763,241.214237,244.032431
240.858650,235.788351,240.067737,228.458098,228.557571,240.877694,233.540811,236.564070,240.047479,239.768803
240.250684,234.665655,239.533513,233.899629,229.894380,230.013425,239.769865,234.769940,236.985258,237.834767
238.442635,237.969824,242.466737,231.818371,230.529276,231.765783,238.467247,232.048810,237.137750,238.602959
238.912432,236.026734,240.973124,234.812807,228.395414,234.729850,237.299284,234.286870,238.177006,235.647680
240.013607,232.498289,238.307823,233.242308,228.693756,236.027544,236.860016,233.340215,236.031372,238.445253
238.621841,236.537839,238.768481,233.138254,227.815455,233.568632,237.516706,235.177189,233.125112,236.511161
240.910708,236.714533,237.421020,231.151589,226.397159,240.173896,234.992125,233.263558,232.969243,236.142448
242.394064,235.874916,242.657770,229.895134,229.256793,237.393451,230.434683,237.663657,231.723770,238.425909
245.278966,235.345591,242.636649,229.440570,225.546368,238.919146,230.980963,236.543993,230.764878,238.776916
243.165676,236.882223,241.523802,228.738961,227.977890,234.664361,234.004572,236.531026,230.284979,237.252527
242.936687,237.559819,240.229628,225.077155,227.608936,230.060868,241.487285,233.817942,233.735446,238.618761
237.490287,234.368789,241.383760,224.357316,228.083036,235.331572,239.132642,233.198772,235.331820,239.457344
240.432505,229.765461,239.268131,231.719786,228.386296,236.869485,238.913801,236.088670,235.424473,238.082224
239.633279,238.060327,239.028350,235.567796,228.301026,238.615611,234.892066,240.803614,229.941102,236.742631
