company_0,company_1,company_2,company_3,company_4,company_5,company_6,company_7,company_8,company_9
233.075181,237.509991,239.500968,235.998783,230.302195,241.165727,232.845842,231.966302,232.474227,238.792344
236.114091,232.400326,241.162400,228.352141,231.366661,238.292049,233.031906,236.879506,233.826440,243.216776
238.948417,237.615433,243.121362,231.450580,229.905464,235.402463,234.059390,234.359027,226.854945,241.656494
241.736329,237.238966,242.983162,230.276190,229.027321,234.711266,236.015304,233.258170,230.049920,237.672949
242.637904,239.050167,241.118441,229.298501,224.517637,234.420272,232.586452,234.635048,231.702765,239.793641
246.016877,232.641918,239.823444,233.274035,225.848456,243.319088,225.480492,237.339001,232.791699,235.681679
246.049295,232.001686,239.741575,231.872403,225.191101,240.019434,233.870029,233.155975,235.498016,238.035251
243.475791,230.264494,238.900172,227.479481,230.714653,241.173905,234.939013,235.153497,234.551540,235.705818
239.925521,232.970606,243.203031,227.595710,227.798025,235.568325,234.364363,239.887920,239.144610,232.361337
238.782300,232.992036,241.475239,229.956609,226.628010,232.784974,235.190615,239.714842,238.928060,236.576087
239.324433,234.936527,240.598877,232.531805,231.965636,233.589849,232.640515,237.001037,237.391441,238.895110
240.283912,235.393167,237.087708,231.869715,230.390345,233.199539,229.749728,235.466224,240.191394,236.434128
238.948781,234.485512,235.747175,232.022254,230.984565,231.641068,233.792433,237.080056,244.214544,235.807920
241.827810,233.570467,237.779613,231.603282,227.833621,233.827884,234.429835,242.292262,239.525882,232.099549
240.826657,235.410095,235.102682,231.987018,232.219969,233.081095,237.230545,237.987203,234.944925,235.860470
242.810275,237.089534,235.561607,232.649556,228.087037,231.153451,238.972812,235.714746,236.044285,231.890588
238.990280,237.631223,240.124493,228.963298,224.077214,232.186364,232.934389,236.248714,235.013362,240.320973
242.205015,235.481794,231.152126,232.512860,230.245991,239.055850,235.354184,239.002908,232.190534,237.430413
235.191210,234.891223,235.396852,230.300592,230.071879,240.083995,237.620152,238.335857,234.024629,236.859836
236.790947,237.458259,234.580146,233.097247,229.391204,239.361193,227.836906,242.445265,233.164161,235.539826
234.671156,238.978003,239.149072,231.758992,229.904470,236.630614,227.455388,238.400381,239.323692,233.885480
237.701354,238.298515,237.076590,228.764911,225.887872,235.590476,231.285282,238.794088,235.586506,236.833600
235.229929,235.483289,240.906540,226.666748,229.860233,232.700561,236.229751,237.848226,237.490541,239.047136
231.427182,237.611068,240.233312,230.962089,229.961410,233.883541,234.197734,235.527160,238.828300,235.961019
234.498081,238.347657,241.285658,228.817299,228.371109,235.747157,233.383107,235.342976,236.204315,238.585506
237.134043,238.433128,243.877849,231.128230,226.864241,236.043101,233.428716,237.973808,235.348009,233.580226
234.391089,236.551526,243.069572,236.820589,226.222466,231.734723,228.255689,237.333559,236.820172,238.704180
235.127881,235.317926,240.015482,233.567472,228.756617,234.530407,229.505397,238.148539,237.771007,235.247137
232.967073,233.669872,242.258207,230.443885,227.253421,235.597996,231.831672,242.128220,244.275884,232.533522
232.069043,231.052219,243.044330,230.193986,228.424417,234.051676,235.857077,242.585924,232.276664,234.519948
240.292005,229.342194,242.652986,228.760186,228.049463,235.795025,233.980914,243.482475,233.519142,229.733065
237.532483,233.777013,237.743126,231.468181,230.061037,237.089996,234.428522,236.035822,234.885234,237.294417
238.609776,233.904690,239.913128,228.386506,230.061378,237.239945,231.450357,237.333505,238.396975,237.023988
236.934825,234.253051,237.671756,230.964991,229.827399,237.486219,232.157756,235.256156,238.973577,234.673298
238.898456,237.985929,239.014574,228.036363,227.986080,235.964448,235.231308,233.329771,239.900741,237.372172
236.829303,241.899242,237.751220,228.909411,231.217834,233.040448,233.539676,233.171189,236.958139,235.937876
240.148400,239.720133,238.889782,230.051130,231.001137,229.638303,236.004111,239.214902,232.419834,233.307385
237.592246,236.852759,237.176543,227.371356,229.032454,234.481909,231.995857,240.390753,241.134008,233.595947
236.208430,239.601113,237.736367,232.341835,231.103218,239.444202,232.451624,237.427230,234.888245,235.477550
239.731486,234.946304,238.405452,235.739239,226.946798,234.804178,226.492554,236.245361,239.494428,239.551540
238.030811,235.303378,241.722954,231.846935,228.640131,234.507760,233.101224,232.139299,236.728627,236.987021
233.453907,239.291370,239.388554,229.193399,229.992430,234.038242,235.056312,233.224679,235.312108,237.441570
239.627872,237.986389,241.749173,231.385517,226.703737,231.531390,231.462861,235.302711,232.669282,241.243320
239.991746,244.535759,238.507546,233.123418,224.759021,234.684156,234.593607,232.943659,232.175671,235.412378
238.705249,238.236306,240.537894,232.888226,221.613857,237.781980,230.800404,236.181314,235.215114,236.515361
239.649935,237.436499,239.733611,230.775778,226.533266,234.751540,237.827316,235.369660,233.125754,238.643149
238.352814,233.888445,240.892368,232.794386,223.562963,238.121578,237.804645,234.754010,237.431147,233.167270
239.653198,233.571122,242.921650,238.773154,224.449210,231.874081,238.477606,231.723070,234.679602,236.223912
236.770627,231.329008,240.126243,231.722562,227.620836,235.827025,234.158571,236.152164,240.763114,237.557545
241.144706,232.048027,246.521277,230.952840,228.182231,229.558715,232.625635,235.382405,239.097311,235.491421
236.072047,233.430044,245.523518,230.131518,227.682863,238.687220,236.391370,232.841936,234.537644,238.811863
233.566160,231.422455,245.701613,238.966749,226.531967,233.610111,235.862567,239.260028,234.055553,231.011891
235.951272,233.317471,243.357919,236.805189,227.058060,231.663243,235.232597,236.926907,234.283413,234.386818
233.025938,237.369849,244.505550,230.970731,229.900068,227.123489,231.913571,238.033515,238.114869,238.044340
240.330218,233.634040,245.147414,233.485101,226.385412,229.800585,231.788916,240.020719,236.658952,232.557914
237.115598,228.224168,241.167715,231.730012,229.917953,231.993477,231.303734,240.054721,241.101452,238.270152
235.213469,235.850947,237.087989,234.292694,226.999025,234.880510,230.898753,239.665858,244.250695,236.513291
234.718464,236.020691,241.658517,231.216416,228.686644,231.935747,233.687119,235.880450,243.047437,236.518460
236.544920,234.371375,238.159224,229.909925,230.886153,237.178924,231.864158,234.840788,237.155227,237.979622
240.117053,238.738913,237.808945,229.558121,229.181293,232.365145,234.230040,235.074942,234.169468,236.984422
237.358928,231.755026,237.791706,232.855669,228.980587,235.406192,231.639449,236.466355,238.141610,240.450501
234.921396,235.642587,237.934822,231.862602,232.204336,235.077836,230.112967,239.589213,234.889001,234.647384
235.753993,235.688334,238.381418,228.068542,226.811730,236.262407,235.282852,239.672177,237.278286,235.999892
235.863801,240.261327,232.975477,231.447252,225.326193,237.459271,233.001103,234.592720,240.060973,231.234549
245.329740,232.418710,242.494194,225.529547,228.547350,232.182360,234.537296,229.324540,234.879528,237.378053
239.695114,234.871991,240.412892,227.776216,230.309974,233.291657,236.112516,229.900006,233.454765,237.518053
237.819863,232.635178,237.653573,230.272308,230.802343,235.547976,233.876744,235.325486,235.724612,237.912323
235.660649,227.773914,236.011787,230.283632,228.663055,229.981384,239.359402,234.787816,239.774062,236.158290
240.257964,237.630574,236.455345,227.300543,225.766197,235.903788,235.314133,232.224337,234.285282,237.802808
240.805492,239.222062,234.553094,230.306415,226.912588,231.142207,233.545633,233.444930,240.315998,236.235628
239.036977,241.602055,234.292600,230.613552,226.445906,234.858211,236.344897,236.517185,230.547275,238.962321
240.546171,236.347460,238.678522,228.911517,223.739346,233.230371,232.041421,235.963935,236.451456,236.745837
237.388637,229.666410,244.047005,228.904143,228.247239,232.568094,235.632112,234.132440,236.140035,236.088161
239.215147,234.265810,237.355667,230.038819,228.371208,233.951770,233.214511,236.915300,237.154300,234.012739
238.268441,232.663358,239.257045,228.670129,229.541803,235.898933,231.777784,234.881752,234.083374,240.401358
239.332085,232.573235,238.096807,228.332195,229.356311,238.118556,231.703819,237.459852,230.511146,240.199434
237.869312,233.695277,244.072739,231.970418,228.843246,234.628360,231.481454,238.690405,235.684107,233.730963
234.680483,235.785999,240.227082,226.544669,230.898943,235.809384,232.040409,234.986753,233.101246,239.137104
234.984903,233.981896,245.675770,224.826684,230.554860,236.287959,236.076946,229.254791,233.035639,237.192929
235.374807,233.302972,242.852176,228.196930,228.749652,236.611296,231.858292,232.268709,235.927791,239.606007
240.195998,231.047203,241.830418,233.463484,228.438312,237.193905,232.687027,231.451516,235.570782,238.578007
234.309722,237.054806,236.028582,228.728082,228.840980,237.799451,232.935873,231.088169,234.156538,244.936223
231.407543,240.125602,236.254250,232.289809,230.645096,237.088039,234.439178,232.402547,233.949957,236.253454
232.754021,234.253491,235.723796,229.724465,231.665590,233.646142,231.722454,236.524575,232.628981,237.514392
236.856425,235.929848,237.749904,229.309032,230.225810,233.267780,231.913380,233.007283,232.492795,241.807955
235.933868,231.382410,236.608722,229.382401,230.007270,236.171091,231.839444,236.817578,237.029844,235.222141
235.382331,233.463944,234.950090,231.788504,225.716749,232.823016,233.975097,237.793488,238.443855,231.636264
242.087975,234.705322,236.863703,226.772959,227.602405,234.939235,231.532125,238.140090,238.186486,236.092096
236.772263,237.868554,242.834761,228.597599,223.676402,234.754291,233.359998,238.220465,234.966039,237.923375
239.119382,232.566754,239.086505,232.527015,225.454351,235.117561,232.266744,237.362655,236.983005,236.975752
234.050422,237.523881,239.694068,232.521705,224.663227,234.915560,232.914118,235.383010,234.842023,233.876904
238.994053,234.608240,240.683139,229.762019,225.868059,231.194972,230.029584,238.264505,236.607956,235.464438
239.868943,234.849806,242.279396,231.309614,229.315327,231.222197,232.275228,236.917999,231.939455,236.113652
236.634526,237.083315,239.023431,230.888654,226.902689,233.856333,233.472337,239.663582,234.000786,235.076883
238.644021,237.247795,237.885459,230.094882,229.356442,231.309942,235.257878,236.480824,233.122237,235.963044
240.376404,238.150798,237.190880,229.126967,231.578727,230.316482,234.718758,234.797368,237.518492,234.447787
239.013318,235.331564,233.470907,229.838257,230.154901,234.002958,232.880992,234.309343,234.013346,235.046588
239.107924,233.529300,237.520938,228.283306,229.974177,231.905398,231.297305,235.763738,236.864004,237.185653
239.347045,233.277494,235.398849,231.397233,230.184045,234.654086,227.788701,230.569534,238.019193,238.224534
236.385123,236.868063,235.767281,229.879654,225.310655,236.357764,233.234997,238.364334,235.996781,234.982264
237.943035,231.667145,233.299347,232.819182,228.096868,237.088872,232.951598,237.707779,234.435424,236.754579
236.682038,232.481398,244.953489,229.388103,227.326364,233.723926,232.712611,238.718186,233.706015,232.928947
235.674697,235.509060,241.801390,228.153566,229.727702,233.762413,235.870615,236.291451,234.246599,233.551619
236.944179,234.597875,241.774189,228.574436,226.230362,233.034176,233.905178,234.910884,236.101083,236.539091
236.611902,234.917163,236.653068,225.497167,225.971602,231.617685,237.974352,235.759794,238.261854,235.958879
238.555432,233.161431,238.859554,225.048404,225.238621,237.432391,233.706256,235.346750,237.315659,236.545883
232.681245,237.239641,238.609169,230.101953,223.503443,231.272793,236.535454,238.183893,235.756299,233.357439
237.032037,234.645312,241.967831,229.634829,227.096798,230.348436,229.735549,236.363438,235.084228,237.268438
233.760714,232.950099,238.394753,231.177266,227.794636,234.313508,231.220791,237.322422,240.913985,239.328960
234.550257,231.943059,240.103128,234.611957,231.497881,230.748145,232.703274,235.080918,236.527017,237.646173
235.217117,239.302967,237.070022,229.850340,230.551677,238.113948,234.098352,235.077849,231.211784,239.268981
237.716096,236.774752,235.729384,232.168496,228.973900,235.643601,227.951953,232.484243,232.990051,242.405801
240.707598,235.763365,240.400499,228.464348,228.765118,238.164749,230.285920,233.979890,229.674327,236.223652
238.147683,229.009852,242.813773,230.650423,224.998967,239.179052,230.771414,233.907019,233.481637,232.840797
239.416541,225.609734,243.161354,226.942610,227.856087,236.355331,232.162071,237.501927,234.866955,233.870425
236.861104,231.929375,242.385687,228.419264,227.608059,233.869913,233.527344,234.315995,233.399315,233.616583
239.809284,233.510533,240.498029,230.472641,225.950911,230.596490,231.167637,233.311425,235.807919,237.266640
241.057159,232.933153,241.335457,227.078534,226.461308,232.146974,229.375431,230.898635,237.262491,236.558073
240.223947,237.113688,240.099080,230.721298,226.126822,228.405902,232.153064,235.706215,235.140276,234.132054
239.561022,235.370069,239.658865,230.451264,227.373190,234.262791,231.314652,234.009740,236.852823,232.104896
239.217558,235.779547,241.535806,227.828912,230.780552,231.055525,234.079714,234.199475,233.226753,233.584536
232.328598,235.525949,236.620965,230.812500,232.003678,233.958436,232.281205,235.693473,236.053641,236.594204
233.137570,233.975901,236.138076,233.129361,234.155575,231.673628,228.723868,240.232368,235.552033,232.462803
238.200281,232.213768,237.865295,231.932146,229.666943,237.202143,225.144151,237.816310,235.737642,233.615543
239.977218,230.847329,242.372137,227.845410,228.131636,237.703159,225.806084,238.619669,237.794028,237.010527
234.986186,227.425550,242.801158,228.025134,224.533363,234.569684,227.815816,239.267021,238.126567,240.196976
236.805657,232.817396,240.449897,233.664424,221.366490,234.411171,232.578198,233.556292,232.869461,241.216632
235.486716,233.561951,241.445363,230.500314,227.070233,234.185122,232.800335,234.861032,235.273739,238.630541
234.031434,233.348100,240.009550,228.834117,232.665574,234.774142,230.950257,236.395740,236.373850,231.017572
236.243754,234.576699,241.986104,229.787401,230.966944,231.213600,227.676955,238.735760,236.777203,234.658071
236.238874,232.030307,243.739964,230.672244,225.717442,235.071332,225.154817,237.914934,235.424583,236.288653
235.436508,229.288766,243.844695,231.667372,224.353555,232.916002,228.422563,235.481514,235.079971,235.969195
234.592791,231.832267,241.970869,233.260257,226.594724,236.493971,231.187529,233.909731,230.199536,237.817324
238.335118,231.219108,241.533530,231.750367,226.029731,235.807434,228.944442,234.915262,234.565883,236.519461
235.372619,234.867592,239.282182,228.132452,225.552775,236.515900,233.108673,234.894943,231.411440,236.811644
231.868995,233.343790,243.629728,228.243144,223.367003,237.000491,233.102346,238.871959,234.849041,235.073889
237.779785,233.448338,237.366836,228.773123,224.493143,234.741642,232.912968,236.661701,233.113667,238.670537
235.376534,236.108391,236.609527,228.936510,230.544709,232.367387,233.557307,231.627526,233.606089,238.610478
236.392682,234.041687,235.909612,231.603909,230.256657,234.542184,232.881705,231.921738,234.035354,234.440913
236.090035,234.793022,238.396983,230.737278,230.489478,230.522864,231.824460,235.701158,230.173090,236.628210
238.035837,233.692104,240.503436,234.638512,230.817378,230.380156,230.444795,233.499133,229.977063,237.512541
236.413286,233.504216,242.687082,232.513210,228.223575,231.595620,233.221198,232.851637,231.619567,233.429060
238.486779,231.105732,243.136106,229.314779,228.143370,231.935783,229.516007,230.756185,237.847543,235.521703
240.079769,232.535461,242.727927,226.456691,230.664451,232.970733,229.213460,234.631772,231.454141,236.015903
238.332102,233.169897,237.737353,231.065685,225.877788,233.632311,232.810354,235.029412,231.830845,237.968063
236.916288,229.663970,238.498642,231.729695,229.457421,231.034344,234.546229,236.279336,232.473619,235.321799
239.385987,230.949360,239.125954,228.802153,224.332303,233.844506,234.490270,239.057225,230.885483,236.698351
242.775379,230.498366,238.802817,231.117503,227.542641,232.462856,235.772068,233.578355,228.477929,236.475813
241.414279,235.128726,235.270484,231.401294,228.017082,232.276638,233.606755,237.256062,229.204111,238.435585
237.958884,233.365318,237.038992,227.362410,226.641946,236.979507,231.866609,235.628938,234.005196,239.846992
238.978061,229.257462,236.800846,228.433115,231.458441,233.752436,232.026502,235.146190,234.184352,240.859457
240.907816,232.216947,235.954443,224.737097,227.401326,237.688137,230.093097,236.609410,236.703976,238.056453
235.133181,230.992084,237.651464,230.224800,228.782809,235.720233,227.491151,234.911424,235.882007,236.976260
234.471548,231.812838,233.237731,230.671211,230.245783,232.156136,231.744630,237.873281,235.045099,233.589436
229.128128,234.690481,235.746666,230.940498,228.644808,232.976161,229.795426,238.761112,238.366974,237.113005
232.842817,234.658596,239.302737,230.252914,225.946179,230.886947,231.314392,240.283388,234.924612,233.640129
234.511182,234.187211,239.772211,228.890176,224.705027,234.345279,230.277714,236.952649,235.263394,230.218178
239.195149,234.165622,238.054427,228.306750,227.002321,230.691220,231.946321,238.974848,237.589887,231.884215
233.397500,232.775668,234.142324,233.135440,228.068979,236.069931,232.042163,236.822815,233.887070,231.631394
237.220715,231.427565,232.566458,233.090016,228.115888,231.571485,231.290110,237.066312,235.585535,235.269038
238.029497,227.979880,239.011607,228.503119,230.411028,231.926343,231.543682,234.739466,237.252749,236.428377
234.842119,231.829030,237.104516,232.668947,227.868478,232.947611,229.822921,239.304554,234.645663,234.076045
235.200890,232.332031,238.126799,234.481579,222.941160,235.690574,230.244956,234.597702,236.076711,232.707886
236.625873,234.200285,240.246985,234.531143,223.615468,232.713329,229.986339,231.359386,232.557444,233.919298
234.753172,235.653289,241.892055,229.009212,231.362524,229.095551,229.044820,235.005925,234.486533,237.404795
237.191283,229.967871,245.084485,226.459904,230.037761,236.474493,225.501604,237.032637,233.337088,235.812833
236.460125,232.430147,240.201867,227.090029,236.543108,234.858165,226.853376,236.319809,236.658381,232.539173
239.392561,232.835939,238.352783,232.426142,227.253203,236.219063,226.721773,233.782527,236.359958,232.835716
239.188215,229.541642,238.254716,229.790321,225.064628,236.453423,221.744754,234.862525,236.962018,236.640404
237.772149,233.921818,239.993224,232.193472,227.386444,236.031394,226.768227,234.364636,231.389369,230.829571
239.596941,233.308992,239.434995,227.009810,225.674957,234.283318,227.797865,233.738662,236.565600,233.205210
235.772224,235.830704,244.021819,227.410149,225.119308,232.281756,236.310897,229.631521,237.058232,233.672734
236.313477,235.396528,236.548021,227.847411,223.401576,232.065887,233.633233,233.544239,233.649292,233.457454
236.848927,236.103590,236.912319,229.230742,226.233530,231.582687,232.422621,234.186965,232.066363,239.894906
239.387296,237.159548,237.106733,230.116014,225.841324,231.709462,232.518691,230.085731,232.225821,239.928229
237.868579,237.911034,240.249339,230.579317,226.756338,229.701982,234.474028,234.651738,231.172630,237.211851
237.374366,234.383870,241.378491,232.632658,226.106796,231.079411,230.226739,231.716221,236.722703,235.071053
235.997757,235.519411,237.691925,231.547330,228.781601,228.853762,234.627430,235.981567,234.009992,231.843148
239.311764,237.338150,236.158507,229.534862,225.582898,228.157701,231.299227,233.573899,233.417298,237.109673
236.088028,238.323820,233.737422,229.336769,226.006383,229.483350,234.088676,235.300303,234.851493,236.119254
235.059345,234.608860,234.330220,223.629589,229.673265,230.094904,234.622366,235.309784,233.244309,237.620539
234.920820,235.966122,239.393390,230.174403,222.801548,231.212069,235.132191,237.611496,233.801162,234.634277
235.978269,234.379659,242.775398,228.903519,223.809345,230.578483,233.284776,232.819281,233.327107,234.912869
236.433281,234.553890,240.125635,232.647735,225.066287,236.259118,229.326037,230.675808,230.139283,233.744449
237.326720,234.780911,238.419736,232.168651,226.041807,231.208756,231.700956,231.341717,228.418387,239.000197
240.098166,233.590076,241.543871,233.625732,225.574077,232.908192,231.380943,230.976836,227.684790,237.020805
236.684357,232.970829,240.158252,231.256218,227.076536,232.852288,233.417177,232.135027,232.038156,237.009349
237.861104,231.985123,241.437028,232.270563,227.724609,233.066227,229.655801,227.893398,231.840880,238.041347
234.903004,234.569480,242.703331,232.872947,224.465066,231.666126,233.308057,231.963080,234.330295,236.744463
241.257823,232.361520,238.045654,230.275376,226.904591,229.637556,226.841530,236.309185,234.376106,238.798460
235.258522,237.496230,236.379331,228.451038,223.895479,232.557458,229.226418,233.211523,236.490811,235.518735
237.602924,238.973149,237.193471,228.287333,228.918152,233.294342,224.240402,232.541710,231.520597,239.024746
240.665083,238.674121,237.087161,228.566929,226.160615,235.056149,227.234286,231.449219,234.903320,236.351049
238.550071,231.412352,236.606606,231.856233,226.266360,237.259843,227.295745,232.909186,231.106791,239.141558
239.293760,231.350678,239.967898,231.156397,226.926595,234.945760,227.401234,234.711535,230.961856,234.793472
241.433941,232.009159,239.404395,232.679033,225.343111,231.774335,230.674208,232.924274,231.930099,232.883762
235.919442,237.319602,240.124684,230.877350,225.868129,230.836962,232.629365,235.164320,230.698307,234.842038
234.407349,233.905113,240.786092,229.631347,224.834681,234.791657,234.985430,236.453453,229.737511,237.713954
231.691400,236.846463,239.154156,230.087464,225.314904,232.000035,231.508902,237.728027,232.504882,235.319643
235.151830,234.161294,239.443929,226.309768,225.042004,234.333239,229.482891,235.069258,234.006750,235.213946
236.159167,234.307186,237.355217,230.001415,222.864296,231.274955,231.789273,233.882068,235.292536,236.936207
237.184330,236.354761,238.932247,227.880054,227.110626,233.019782,228.498577,229.691359,234.091104,236.366684
238.920854,232.651834,239.517736,228.409492,226.820381,231.510876,232.088967,232.162763,234.520507,236.629712
235.836933,237.009325,239.731883,228.842123,226.476280,234.629555,228.743320,231.992704,233.356710,238.359673
235.161167,237.785343,239.551498,230.170322,227.528242,234.179115,232.500334,235.046976,232.279107,233.815755
236.365255,236.264417,239.005178,229.381870,224.003854,235.420865,229.985879,233.480548,232.946103,235.000450
236.057792,235.465832,236.720583,232.838483,221.331731,235.201431,229.665791,234.602486,231.022415,235.363313
237.118045,235.630245,236.294595,233.529381,226.591527,232.450803,231.995636,231.355379,231.206418,233.299108
233.411909,234.046791,236.828353,228.702808,227.191059,234.098512,233.524848,232.906710,234.420387,236.319917
233.960568,233.028839,236.243511,228.337071,228.209189,230.703199,233.239287,233.079813,233.861445,236.871395
237.699187,230.007154,238.247586,229.539629,225.420842,229.025853,231.776653,236.923121,231.149997,233.758623
235.404378,233.452507,236.330719,228.605851,225.882643,232.646127,235.149549,236.847463,231.202015,233.420701
238.303776,233.299381,237.996215,234.180071,226.409706,235.572267,234.191878,235.944830,226.940350,230.576665
237.116625,236.857283,237.348088,231.703376,229.058235,230.505375,231.905212,235.548767,231.611513,230.504578
233.941403,232.283525,239.384501,230.335105,232.867626,232.245476,231.375064,233.855332,230.912356,231.138820
236.353063,233.419754,237.392238,230.792083,227.466888,234.317809,229.791758,234.071060,233.166644,234.773478
237.361962,233.506218,236.580181,227.101382,230.544182,231.393433,230.193401,238.190514,229.996478,232.944968
233.870126,232.837143,237.624237,230.299436,230.174618,230.070015,232.398587,236.482762,228.151130,233.138979
234.625512,232.060827,239.449435,230.350670,228.127610,230.459004,230.729639,232.863651,228.510237,233.496571
236.759331,230.714541,240.210360,228.713223,226.035536,232.397002,231.693071,232.911937,231.097172,233.991314
235.478231,233.688846,238.324282,228.273344,226.933761,233.080269,231.398822,227.653898,235.120263,233.830601
237.709065,233.645317,237.972304,226.300358,228.795889,233.279003,228.296181,230.333292,235.047770,231.643602
234.858442,235.304504,238.563122,226.304350,229.911120,235.802665,225.790249,233.126859,235.009236,234.944088
231.274613,235.380876,239.299052,227.067761,227.569614,233.869740,227.160869,236.073269,234.189789,233.518004
232.696979,232.035289,235.991810,229.096316,228.198725,232.532321,229.054250,235.432563,234.084870,236.722547
